"Id
===
Id
===
int-c","Ãû³Æ
===
Name
===
string-c","ÃèÊö
===
Desc
===
string-c","Í¼±ê
===
Icon
===
string-c","²»ÏÔÊ¾BUFF:-1;Buff:0;Debuff:1
===
BuffShowType
===
int-c","ÌØÐ§
===
Effect
===
int-c","ÓÑºÃ¶ÈÀàÐÍ
===
FriendType
===
int-c","»¥³âÀàÐÍ
===
Conflict
===
int-c","ÓÅÏÈ¼¶
===
Priority
===
int-c","·ÖÀà
===
LogicClass
===
int-c","³ÖÐøÊ±¼ä£¨Ãë£©
===
LastTime
===
float-c","Ð§¹û½Å±¾
===
ImpactScript
===
string-c","Ð§¹û²ÎÊý0
===
ParamValues0
===
string-c","Ð§¹û²ÎÊý1
===
ParamValues1
===
string-c","Ð§¹û²ÎÊý2
===
ParamValues2
===
string-c","Ð§¹û²ÎÊý3
===
ParamValues3
===
string-c","Ð§¹û²ÎÊý4
===
ParamValues4
===
string-c","Ð§¹û²ÎÊý5
===
ParamValues5
===
string-c","Ð§¹û²ÎÊý6
===
ParamValues6
===
string-c","Ð§¹û²ÎÊý7
===
ParamValues7
===
string-c","Ð§¹û²ÎÊý8
===
ParamValues8
===
string-c","Ð§¹û²ÎÊý9
===
ParamValues9
===
string-c"
12300020,½£-Ç°³å4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
12300021,½£-Ç°³å5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
12300022,½£-Ç°³å5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
12300023,½£-Ç°³å5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
12300024,½£-Ç°³å5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
12300030,½£-Ç°³å5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.3,0,-1,-1,-1,-1,-1,-1
12300040,½£-Ç°³å5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.4,0,-1,-1,-1,-1,-1,-1
12300041,½£-Ç°³å6,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.4,0,-1,-1,-1,-1,-1,-1
12300050,½£-Ç°³å6,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
12400009,½£-ÎÞË«1,,,-1,-1,0,1001,2,1001,2.6,SkillImpactScript_NoTrigger,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12400010,½£-ÎÞË«1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,1,0,-1,-1,-1,-1,-1,-1
12400011,½£-ÎÞË«1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,1,0,-1,-1,-1,-1,-1,-1
12400012,½£-ÎÞË«1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,1.5,0,-1,-1,-1,-1,-1,-1
12400013,½£-ÎÞË«1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,1.7,0,-1,-1,-1,-1,-1,-1
12400014,½£-ÎÞË«1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,1.9,0,-1,-1,-1,-1,-1,-1
12400015,½£-ÎÞË«1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,2,0,-1,-1,-1,-1,-1,-1
12400016,½£-ÎÞË«1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,2.1,0,-1,-1,-1,-1,-1,-1
12400017,½£-ÎÞË«1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,2.7,0,-1,-1,-1,-1,-1,-1
12400019,½£-ÎÞË«1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_NoTrigger,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12500000,½£-ÎÞË«2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,1,0,-1,-1,-1,-1,-1,-1
12500009,½£-ÎÞË«2,,,-1,-1,0,1001,1,1001,1,SkillImpactScript_NoTrigger,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13000000,½£-¶·Æø±¬·¢-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,84.67
13000001,½£-¶·Æø±¬·¢-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,84.67
13000002,½£-¶·Æø±¬·¢-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,84.67
13000003,½£-¶·Æø±¬·¢-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,84.67
13000004,½£-¶·Æø±¬·¢-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,84.67
13000005,½£-¶·Æø±¬·¢-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,84.67
13000006,½£-¶·Æø±¬·¢-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,84.67
13000007,½£-¶·Æø±¬·¢-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,84.67
13001000,½£-¶·Æø±¬·¢-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,105.81
13001001,½£-¶·Æø±¬·¢-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,105.81
13001002,½£-¶·Æø±¬·¢-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,105.81
13001003,½£-¶·Æø±¬·¢-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,105.81
13001004,½£-¶·Æø±¬·¢-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,105.81
13001005,½£-¶·Æø±¬·¢-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,105.81
13001006,½£-¶·Æø±¬·¢-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,105.81
13001007,½£-¶·Æø±¬·¢-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,105.81
13002000,½£-¶·Æø±¬·¢-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,148.84
13002001,½£-¶·Æø±¬·¢-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,148.84
13002002,½£-¶·Æø±¬·¢-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,148.84
13002003,½£-¶·Æø±¬·¢-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,148.84
13002004,½£-¶·Æø±¬·¢-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,148.84
13002005,½£-¶·Æø±¬·¢-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,148.84
13002006,½£-¶·Æø±¬·¢-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,148.84
13002007,½£-¶·Æø±¬·¢-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,148.84
13003000,½£-¶·Æø±¬·¢-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,169.88
13003001,½£-¶·Æø±¬·¢-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,169.88
13003002,½£-¶·Æø±¬·¢-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,169.88
13003003,½£-¶·Æø±¬·¢-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,169.88
13003004,½£-¶·Æø±¬·¢-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,169.88
13003005,½£-¶·Æø±¬·¢-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,169.88
13003006,½£-¶·Æø±¬·¢-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,169.88
13003007,½£-¶·Æø±¬·¢-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,169.88
13004000,½£-¶·Æø±¬·¢-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,230.6
13004001,½£-¶·Æø±¬·¢-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,230.6
13004002,½£-¶·Æø±¬·¢-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,230.6
13004003,½£-¶·Æø±¬·¢-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,230.6
13004004,½£-¶·Æø±¬·¢-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,230.6
13004005,½£-¶·Æø±¬·¢-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,230.6
13004006,½£-¶·Æø±¬·¢-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,230.6
13004007,½£-¶·Æø±¬·¢-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,230.6
13005000,½£-¶·Æø±¬·¢-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,251.5
13005001,½£-¶·Æø±¬·¢-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,251.5
13005002,½£-¶·Æø±¬·¢-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,251.5
13005003,½£-¶·Æø±¬·¢-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,251.5
13005004,½£-¶·Æø±¬·¢-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,251.5
13005005,½£-¶·Æø±¬·¢-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,251.5
13005006,½£-¶·Æø±¬·¢-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,251.5
13005007,½£-¶·Æø±¬·¢-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,251.5
13006000,½£-¶·Æø±¬·¢-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,333.14
13006001,½£-¶·Æø±¬·¢-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,333.14
13006002,½£-¶·Æø±¬·¢-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,333.14
13006003,½£-¶·Æø±¬·¢-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,333.14
13006004,½£-¶·Æø±¬·¢-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,333.14
13006005,½£-¶·Æø±¬·¢-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,333.14
13006006,½£-¶·Æø±¬·¢-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,333.14
13006007,½£-¶·Æø±¬·¢-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,333.14
13007000,½£-¶·Æø±¬·¢-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,354.03
13007001,½£-¶·Æø±¬·¢-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,354.03
13007002,½£-¶·Æø±¬·¢-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,354.03
13007003,½£-¶·Æø±¬·¢-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,354.03
13007004,½£-¶·Æø±¬·¢-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,354.03
13007005,½£-¶·Æø±¬·¢-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,354.03
13007006,½£-¶·Æø±¬·¢-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,354.03
13007007,½£-¶·Æø±¬·¢-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,354.03
13008000,½£-¶·Æø±¬·¢-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,462.31
13008001,½£-¶·Æø±¬·¢-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,462.31
13008002,½£-¶·Æø±¬·¢-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,462.31
13008003,½£-¶·Æø±¬·¢-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,462.31
13008004,½£-¶·Æø±¬·¢-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,462.31
13008005,½£-¶·Æø±¬·¢-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,462.31
13008006,½£-¶·Æø±¬·¢-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,462.31
13008007,½£-¶·Æø±¬·¢-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,462.31
13009000,½£-¶·Æø±¬·¢-Lv10-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,483.31
13009001,½£-¶·Æø±¬·¢-Lv10-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,483.31
13009002,½£-¶·Æø±¬·¢-Lv10-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,483.31
13009003,½£-¶·Æø±¬·¢-Lv10-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,483.31
13009004,½£-¶·Æø±¬·¢-Lv10-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,483.31
13009005,½£-¶·Æø±¬·¢-Lv10-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,483.31
13009006,½£-¶·Æø±¬·¢-Lv10-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,483.31
13009007,½£-¶·Æø±¬·¢-Lv10-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,-1,-1,-1,-1,-1,483.31
13100000,½£-ÒôËÙÕ¶-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,35.73
13100001,½£-ÒôËÙÕ¶-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,35.73
13100002,½£-ÒôËÙÕ¶-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,35.73
13100003,½£-ÒôËÙÕ¶-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,35.73
13100004,½£-ÒôËÙÕ¶-Lv1-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,35.73
13100010,½£-ÒôËÙÕ¶-Lv1-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,48.39
13101000,½£-ÒôËÙÕ¶-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,56.28
13101001,½£-ÒôËÙÕ¶-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,56.28
13101002,½£-ÒôËÙÕ¶-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,56.28
13101003,½£-ÒôËÙÕ¶-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,56.28
13101004,½£-ÒôËÙÕ¶-Lv2-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,56.28
13101010,½£-ÒôËÙÕ¶-Lv2-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,76.21
13102000,½£-ÒôËÙÕ¶-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,72.58
13102001,½£-ÒôËÙÕ¶-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,72.58
13102002,½£-ÒôËÙÕ¶-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,72.58
13102003,½£-ÒôËÙÕ¶-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,72.58
13102004,½£-ÒôËÙÕ¶-Lv3-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,72.58
13102010,½£-ÒôËÙÕ¶-Lv3-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,98.29
13103000,½£-ÒôËÙÕ¶-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,106.92
13103001,½£-ÒôËÙÕ¶-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,106.92
13103002,½£-ÒôËÙÕ¶-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,106.92
13103003,½£-ÒôËÙÕ¶-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,106.92
13103004,½£-ÒôËÙÕ¶-Lv4-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,106.92
13103010,½£-ÒôËÙÕ¶-Lv4-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,144.79
13104000,½£-ÒôËÙÕ¶-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,123.11
13104001,½£-ÒôËÙÕ¶-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,123.11
13104002,½£-ÒôËÙÕ¶-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,123.11
13104003,½£-ÒôËÙÕ¶-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,123.11
13104004,½£-ÒôËÙÕ¶-Lv5-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,123.11
13104010,½£-ÒôËÙÕ¶-Lv5-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,166.72
13105000,½£-ÒôËÙÕ¶-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,170.54
13105001,½£-ÒôËÙÕ¶-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,170.54
13105002,½£-ÒôËÙÕ¶-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,170.54
13105003,½£-ÒôËÙÕ¶-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,170.54
13105004,½£-ÒôËÙÕ¶-Lv6-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,170.54
13105010,½£-ÒôËÙÕ¶-Lv6-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,230.94
13106000,½£-ÒôËÙÕ¶-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,186.65
13106001,½£-ÒôËÙÕ¶-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,186.65
13106002,½£-ÒôËÙÕ¶-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,186.65
13106003,½£-ÒôËÙÕ¶-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,186.65
13106004,½£-ÒôËÙÕ¶-Lv7-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,186.65
13106010,½£-ÒôËÙÕ¶-Lv7-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,252.76
13107000,½£-ÒôËÙÕ¶-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,251.32
13107001,½£-ÒôËÙÕ¶-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,251.32
13107002,½£-ÒôËÙÕ¶-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,251.32
13107003,½£-ÒôËÙÕ¶-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,251.32
13107004,½£-ÒôËÙÕ¶-Lv8-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,251.32
13107010,½£-ÒôËÙÕ¶-Lv8-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,340.32
13108000,½£-ÒôËÙÕ¶-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,267.4
13108001,½£-ÒôËÙÕ¶-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,267.4
13108002,½£-ÒôËÙÕ¶-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,267.4
13108003,½£-ÒôËÙÕ¶-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,267.4
13108004,½£-ÒôËÙÕ¶-Lv9-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,267.4
13108010,½£-ÒôËÙÕ¶-Lv9-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,362.1
13109000,½£-ÒôËÙÕ¶-Lv10-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,351.78
13109001,½£-ÒôËÙÕ¶-Lv10-1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,351.78
