"Id
===
Id
===
int-c","名字
===
Name
===
string-c","描述
===
Desc
===
string-c","图像512
===
Icon512
===
string-c","图像256
===
Icon256
===
string-c","图像128
===
Icon128
===
string-c","图像64
===
Icon64
===
string-c","图像32
===
Icon32
===
string-c","模型主题文件
===
ModelBodyFile
===
string-c","模型网格文件
===
ModelMeshFile
===
string-c","材质文件0
===
MaterialFiles0
===
string-c","材质文件1
===
MaterialFiles1
===
string-c","材质文件2
===
MaterialFiles2
===
string-c","特效0.特效挂载点
===
Effects0.Point
===
string-c","特效0.特效文件
===
Effects0.File
===
string-c","特效1.特效挂载点
===
Effects1.Point
===
string-c","特效1.特效文件
===
Effects1.File
===
string-c","特效2.特效挂载点
===
Effects2.Point
===
string-c","特效2.特效文件
===
Effects2.File
===
string-c","缩放百分比
===
ScalePercent
===
float-c","模型长度
===
Lenght
===
float-c","模型宽度
===
Width
===
float-c","模型高度
===
Hight
===
float-c","动作ID
===
ActionId
===
int-c","移动半径
===
NavRange
===
float-c","碰撞半径
===
ColliderRange
===
float-c","碰撞高度
===
ColliderHight
===
float-c","被击音效0
===
BeHitSound0
===
int-c","被击音效1
===
BeHitSound1
===
int-c","被击音效2
===
BeHitSound2
===
int-c","被击音效3
===
BeHitSound3
===
int-c","行走音效
===
MoveSound
===
int-c"
8050,阳魂坚忍,,Rings_8028,Rings_8028,Rings_8028,Rings_8028,Rings_8050,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8051,共济毁灭,,Rings_8029,Rings_8029,Rings_8029,Rings_8029,Rings_8051,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8052,春雨智慧,,Rings_8030,Rings_8030,Rings_8030,Rings_8030,Rings_8052,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8053,山岳贤者,,Rings_8031,Rings_8031,Rings_8031,Rings_8031,Rings_8053,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8054,玉玺指环,,Rings_8032,Rings_8032,Rings_8032,Rings_8032,Rings_8054,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8055,酒沫指环,,Rings_8033,Rings_8033,Rings_8033,Rings_8033,Rings_8055,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8056,阵线指环,,Rings_8034,Rings_8034,Rings_8034,Rings_8034,Rings_8056,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8057,束缚指环,,Rings_8035,Rings_8035,Rings_8035,Rings_8035,Rings_8057,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8058,守望指环,,Rings_8036,Rings_8036,Rings_8036,Rings_8036,Rings_8058,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8059,无眠指环,,Rings_8037,Rings_8037,Rings_8037,Rings_8037,Rings_8059,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8060,豪亵指环,,Rings_8038,Rings_8038,Rings_8038,Rings_8038,Rings_8060,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8061,天伦指环,,Rings_8039,Rings_8039,Rings_8039,Rings_8039,Rings_8061,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8062,舞祭指环,,Rings_8040,Rings_8040,Rings_8040,Rings_8040,Rings_8062,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8063,亡狮领主,,Rings_8041,Rings_8041,Rings_8041,Rings_8041,Rings_8063,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8064,金莲燃烧,,Rings_8020,Rings_8020,Rings_8020,Rings_8020,Rings_8064,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8065,踏浪归途,,Rings_8021,Rings_8021,Rings_8021,Rings_8021,Rings_8065,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8066,大地之心,,Rings_8022,Rings_8022,Rings_8022,Rings_8022,Rings_8066,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8067,暗根指轮,,Rings_8023,Rings_8023,Rings_8023,Rings_8023,Rings_8067,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8068,愈合翼护,,Rings_8024,Rings_8024,Rings_8024,Rings_8024,Rings_8068,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8069,难言梦魇,,Rings_8025,Rings_8025,Rings_8025,Rings_8025,Rings_8069,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8070,警惕之眼,,Rings_8026,Rings_8026,Rings_8026,Rings_8026,Rings_8070,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
8071,千痕玺怨,,Rings_8027,Rings_8027,Rings_8027,Rings_8027,Rings_8071,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9000,智慧石,,Shoes_9000,Shoes_9000,Shoes_9000,Shoes_9000,Shoes_9000,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9001,浅酌雕像,,Shoes_9001,Shoes_9001,Shoes_9001,Shoes_9001,Shoes_9001,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9002,狂暴雕像,,Shoes_9002,Shoes_9002,Shoes_9002,Shoes_9002,Shoes_9002,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9003,毁灭玉石,,Shoes_9003,Shoes_9003,Shoes_9003,Shoes_9003,Shoes_9003,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9004,战争玉石,,Shoes_9004,Shoes_9004,Shoes_9004,Shoes_9004,Shoes_9004,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9005,古老圣物,,Shoes_9005,Shoes_9005,Shoes_9005,Shoes_9005,Shoes_9005,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9006,恐惧圣物,,Shoes_9006,Shoes_9006,Shoes_9006,Shoes_9006,Shoes_9006,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9007,智慧圣物,,Shoes_9007,Shoes_9007,Shoes_9007,Shoes_9007,Shoes_9007,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9008,金色梦石,,Shoes_9008,Shoes_9008,Shoes_9008,Shoes_9008,Shoes_9008,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9009,巧蛛私囊,,Shoes_9009,Shoes_9009,Shoes_9009,Shoes_9009,Shoes_9009,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9010,烈焰之羽,,Shoes_9010,Shoes_9010,Shoes_9010,Shoes_9010,Shoes_9010,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9011,粘丝徽记,,Shoes_9011,Shoes_9011,Shoes_9011,Shoes_9011,Shoes_9011,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9012,古灵印记,,Shoes_9012,Shoes_9012,Shoes_9012,Shoes_9012,Shoes_9012,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9013,忠诚圣物,,Shoes_9013,Shoes_9013,Shoes_9013,Shoes_9013,Shoes_9013,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9014,十歌绶带,,Shoes_9014,Shoes_9014,Shoes_9014,Shoes_9014,Shoes_9014,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9015,林地歌者,,Shoes_9015,Shoes_9015,Shoes_9015,Shoes_9015,Shoes_9015,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9016,蓝旗徽章,,Shoes_9016,Shoes_9016,Shoes_9016,Shoes_9016,Shoes_9016,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9017,迷雾化身,,Shoes_9017,Shoes_9017,Shoes_9017,Shoes_9017,Shoes_9017,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9018,暗影狐尾,,Shoes_9018,Shoes_9018,Shoes_9018,Shoes_9018,Shoes_9018,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9019,玉蜀黍之叶,,Shoes_9019,Shoes_9019,Shoes_9019,Shoes_9019,Shoes_9019,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9020,烟玉雕像,,Shoes_9020,Shoes_9020,Shoes_9020,Shoes_9020,Shoes_9020,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9021,生命之芽,,Shoes_9021,Shoes_9021,Shoes_9021,Shoes_9021,Shoes_9021,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9022,绿掌雕像,,Shoes_9022,Shoes_9022,Shoes_9022,Shoes_9022,Shoes_9022,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9023,吟蛩徽章,,Shoes_9023,Shoes_9023,Shoes_9023,Shoes_9023,Shoes_9023,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9024,火酒徽章,,Shoes_9024,Shoes_9024,Shoes_9024,Shoes_9024,Shoes_9024,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9025,琥珀蝇雕像,,Shoes_9025,Shoes_9025,Shoes_9025,Shoes_9025,Shoes_9025,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9026,珠丝雕像,,Shoes_9026,Shoes_9026,Shoes_9026,Shoes_9026,Shoes_9026,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9027,邪光符印,,Shoes_9027,Shoes_9027,Shoes_9027,Shoes_9027,Shoes_9027,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9028,毁灭之石,,Shoes_9028,Shoes_9028,Shoes_9028,Shoes_9028,Shoes_9028,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9029,圣洁之石,,Shoes_9029,Shoes_9029,Shoes_9029,Shoes_9029,Shoes_9029,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9030,狂信防御者,,Shoes_9030,Shoes_9030,Shoes_9030,Shoes_9030,Shoes_9030,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9031,驭雷狂暴,,Shoes_9031,Shoes_9031,Shoes_9031,Shoes_9031,Shoes_9031,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9032,深海棱镜,,Shoes_9032,Shoes_9032,Shoes_9032,Shoes_9032,Shoes_9032,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9033,波涛语者,,Shoes_9033,Shoes_9033,Shoes_9033,Shoes_9033,Shoes_9033,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9034,野性灵魂,,Shoes_9034,Shoes_9034,Shoes_9034,Shoes_9034,Shoes_9034,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9035,焦灼真言,,Shoes_9035,Shoes_9035,Shoes_9035,Shoes_9035,Shoes_9035,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9036,石母之吻,,Shoes_9036,Shoes_9036,Shoes_9036,Shoes_9036,Shoes_9036,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9037,冥想勋章,,Shoes_9037,Shoes_9037,Shoes_9037,Shoes_9037,Shoes_9037,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9038,统御徽章,,Shoes_9038,Shoes_9038,Shoes_9038,Shoes_9038,Shoes_9038,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9039,腐败血瓶,,Shoes_9039,Shoes_9039,Shoes_9039,Shoes_9039,Shoes_9039,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9040,烈焰之心,,Shoes_9040,Shoes_9040,Shoes_9040,Shoes_9040,Shoes_9040,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9041,神盾奥法,,Shoes_9041,Shoes_9041,Shoes_9041,Shoes_9041,Shoes_9041,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9042,陶制碎片,,Shoes_9042,Shoes_9042,Shoes_9042,Shoes_9042,Shoes_9042,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9043,野牛人风铃,,Shoes_9043,Shoes_9043,Shoes_9043,Shoes_9043,Shoes_9043,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9044,旋风之瓶,,Shoes_9044,Shoes_9044,Shoes_9044,Shoes_9044,Shoes_9044,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9045,雨歌,,Shoes_9045,Shoes_9045,Shoes_9045,Shoes_9045,Shoes_9045,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9046,抚慰之心,,Shoes_9046,Shoes_9046,Shoes_9046,Shoes_9046,Shoes_9046,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9047,功绩胸针,,Shoes_9047,Shoes_9047,Shoes_9047,Shoes_9047,Shoes_9047,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9048,鲁莽之询,,Shoes_9048,Shoes_9048,Shoes_9048,Shoes_9048,Shoes_9048,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9049,鬼语海螺,,Shoes_9049,Shoes_9049,Shoes_9049,Shoes_9049,Shoes_9049,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9050,幽冥铁幼龙,,Shoes_9050,Shoes_9050,Shoes_9050,Shoes_9050,Shoes_9050,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9051,闪冻松脂球,,Shoes_9051,Shoes_9051,Shoes_9051,Shoes_9051,Shoes_9051,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9052,禅师炼金石,,Shoes_9052,Shoes_9052,Shoes_9052,Shoes_9052,Shoes_9052,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9053,鹰眼徽章,,Shoes_9053,Shoes_9053,Shoes_9053,Shoes_9053,Shoes_9053,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9054,暗影飓风,,Shoes_9054,Shoes_9054,Shoes_9054,Shoes_9054,Shoes_9054,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9055,雷霆之心,,Shoes_9055,Shoes_9055,Shoes_9055,Shoes_9055,Shoes_9055,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9056,麻痹符文,,Shoes_9056,Shoes_9056,Shoes_9056,Shoes_9056,Shoes_9056,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9057,修炼精华,,Shoes_9057,Shoes_9057,Shoes_9057,Shoes_9057,Shoes_9057,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9058,先驱之握,,Shoes_9058,Shoes_9058,Shoes_9058,Shoes_9058,Shoes_9058,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9059,巫术沙漏,,Shoes_9059,Shoes_9059,Shoes_9059,Shoes_9059,Shoes_9059,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9060,熔炉灰烬,,Shoes_9060,Shoes_9060,Shoes_9060,Shoes_9060,Shoes_9060,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9061,生命火花,,Shoes_9061,Shoes_9061,Shoes_9061,Shoes_9061,Shoes_9061,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9062,蛛丝精华,,Shoes_9062,Shoes_9062,Shoes_9062,Shoes_9062,Shoes_9062,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9063,魔流钟摆,,Shoes_9063,Shoes_9063,Shoes_9063,Shoes_9063,Shoes_9063,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9064,囚徒印记,,Shoes_9064,Shoes_9064,Shoes_9064,Shoes_9064,Shoes_9064,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9065,海洋之力,,Shoes_9065,Shoes_9065,Shoes_9065,Shoes_9065,Shoes_9065,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9066,血红之泪,,Shoes_9066,Shoes_9066,Shoes_9066,Shoes_9066,Shoes_9066,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9067,碧海之星,,Shoes_9067,Shoes_9067,Shoes_9067,Shoes_9067,Shoes_9067,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9068,土灵守护者,,Shoes_9068,Shoes_9068,Shoes_9068,Shoes_9068,Shoes_9068,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9069,沉重绝望,,Shoes_9069,Shoes_9069,Shoes_9069,Shoes_9069,Shoes_9069,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9070,红龙血珠,,Shoes_9070,Shoes_9070,Shoes_9070,Shoes_9070,Shoes_9070,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9071,信守之诺,,Shoes_9071,Shoes_9071,Shoes_9071,Shoes_9071,Shoes_9071,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9072,灵魂之恸,,Shoes_9072,Shoes_9072,Shoes_9072,Shoes_9072,Shoes_9072,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
9073,融火之核,,Shoes_9073,Shoes_9073,Shoes_9073,Shoes_9073,Shoes_9073,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
#金钱和钻石,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,
9996,问号,问号,app_logo_512,app_logo_513,app_logo_514,app_logo_515,app_logo_516,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,0.5,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
9997,经验,经验,Item_Exp,Item_Exp,Item_Exp,Item_Exp,Item_Exp,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,0.5,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
9998,体力,体力,Item_Strength,Item_Strength,Item_Strength,Item_Strength,Item_Strength,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,0.5,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
9999,金币,金币,Item_Money,Item_Money,Item_Money,Item_Money,Item_Money,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,0.5,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10000,钻石,钻石,Item_Gold,Item_Gold,Item_Gold,Item_Gold,Item_Gold,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,0.5,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
#每日任务图标,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,积极闯关,,EveryTask_1,EveryTask_1,EveryTask_1,EveryTask_1,EveryTask_1,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10002,不惧挑战,,EveryTask_2,EveryTask_2,EveryTask_2,EveryTask_2,EveryTask_2,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10003,强化装备,,EveryTask_3,EveryTask_3,EveryTask_3,EveryTask_3,EveryTask_3,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10004,武将提升,,EveryTask_4,EveryTask_4,EveryTask_4,EveryTask_4,EveryTask_4,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10005,聊天发言,,EveryTask_5,EveryTask_5,EveryTask_5,EveryTask_5,EveryTask_5,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10006,摇钱树,,EveryTask_6,EveryTask_6,EveryTask_6,EveryTask_6,EveryTask_6,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10007,降服敌军,,EveryTask_7,EveryTask_7,EveryTask_7,EveryTask_7,EveryTask_7,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
10008,金币消耗,,EveryTask_8,EveryTask_8,EveryTask_8,EveryTask_8,EveryTask_8,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0,2,2,-1,-1,-1,-1,-1
